BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
4913,ADOLPH,[In a whisper] Stop now!,0.57,0.45,0.29,0.7,L,4/10
4914,GUSTAV,And then--Are you not feeling well?,0.57,0.6,0.29,0.7,L,4/10
4915,ADOLPH,No.,0.57,0.3,0.29,0.7,L,4/10
4916,GUSTAV,[Gets a glass of water for him] There: drink now. And,0.57,0.3,0.29,0.7,L,4/10
4917,GUSTAV,we'll talk of something else.,0.57,0.3,0.29,0.2,L,4/10
4918,ADOLPH,[Feebly] Thank you! Please go on!,0.57,0.6,0.29,0.7,L,4/10
4919,GUSTAV,Well--when he came to he couldn't remember anything at,0.57,0.4,0.29,0.7,L,4/10
4920,GUSTAV,all. He had simply lost consciousness. Has that ever happened to,0.57,0.3,0.29,0.2,L,4/10
4921,GUSTAV,you?,0.57,0.5,0.29,0.2,L,4/10
4922,ADOLPH,"Yes, I have had attacks of vertigo now and then, but my",0.57,0.3,0.29,0.7,L,4/10
4923,ADOLPH,physician says it's only anaemia.,0.57,0.3,0.29,0.2,L,4/10
4924,GUSTAV,"Well, that's the beginning of it, you know. But, believe",0.57,0.3,0.29,0.7,L,4/10
4925,GUSTAV,"me, it will end in epilepsy if you don't take care of yourself.",0.57,0.3,0.29,0.2,L,4/10
4926,ADOLPH,What can I do?,0.57,0.5,0.29,0.7,L,4/10
4927,GUSTAV,"To begin with, you will have to observe complete",0.57,0.3,0.29,0.7,L,4/10
4928,GUSTAV,abstinence.,0.57,0.3,0.29,0.2,L,4/10
4929,ADOLPH,For how long?,0.57,0.5,0.29,0.7,L,4/10
4930,GUSTAV,For half a year at least.,0.57,0.3,0.29,0.7,L,4/10
4931,ADOLPH,I cannot do it. That would upset our married life.,0.57,0.3,0.29,0.7,L,4/10
4932,GUSTAV,Good-bye to you then!,0.57,0.45,0.28,0.7,L,4/10
4933,ADOLPH,[Covers up the wax figure] I cannot do it!,0.57,0.45,0.28,0.7,L,4/10
4934,GUSTAV,"Can you not save your own life?--But tell me, as you have",0.57,0.6,0.28,0.7,L,4/10
4935,GUSTAV,already given me so much of your confidence--is there no other,0.57,0.4,0.28,0.2,L,4/10
4936,GUSTAV,"canker, no secret wound, that troubles you? For it is very rare to",0.57,0.5,0.28,0.2,L,4/10
4937,GUSTAV,"find only one cause of discord, as life is so full of variety and",0.57,0.3,0.28,0.2,L,4/10
4938,GUSTAV,so fruitful in chances for false relationships. Is there not a,0.57,0.3,0.28,0.2,L,4/10
4939,GUSTAV,corpse in your cargo that you are trying to hide from yourself?--,0.57,0.6,0.28,0.2,L,4/10
4940,GUSTAV,"For instance, you said a minute ago that you have a child which",0.57,0.3,0.28,0.2,L,4/10
4941,GUSTAV,has been left in other people's care. Why don't you keep it with,0.57,0.3,0.28,0.2,L,4/10
4942,GUSTAV,you?,0.57,0.5,0.28,0.2,L,4/10
4943,ADOLPH,My wife doesn't want us to do so.,0.57,0.3,0.28,0.7,L,4/10
4944,GUSTAV,And her reason? Speak up now!,0.57,0.65,0.28,0.7,L,4/10
4945,ADOLPH,"Because, when it was about three years old, it began to",0.57,0.3,0.28,0.7,L,4/10
4946,ADOLPH,"look like him, her former husband.",0.57,0.3,0.28,0.2,L,4/10
4947,GUSTAV,Well? Have you seen her former husband?,0.57,0.7,0.28,0.7,L,4/10
4948,ADOLPH,"No, never. I have only had a casual glance at a very poor",0.57,0.3,0.28,0.7,L,4/10
4949,ADOLPH,"portrait of him, and then I couldn't detect the slightest",0.57,0.3,0.28,0.2,L,4/10
4950,ADOLPH,resemblance.,0.57,0.3,0.28,0.2,L,4/10
4951,GUSTAV,"Oh, portraits are never like the original, and, besides,",0.57,0.3,0.28,0.7,L,4/10
4952,GUSTAV,"he might have changed considerably since it was made. However, I",0.67,0.3,0.28,0.2,P,3/10
4953,GUSTAV,hope it hasn't aroused any suspicions in you?,0.57,0.5,0.28,0.2,L,4/10
4954,ADOLPH,"Not at all. The child was born a year after our marriage,",0.57,0.3,0.28,0.7,L,4/10
4955,ADOLPH,and the husband was abroad when I first met Tekla--it happened,0.57,0.4,0.28,0.2,L,4/10
4956,ADOLPH,"right here, in this very house even, and that's why we come here",0.57,0.3,0.28,0.2,L,4/10
4957,ADOLPH,every summer.,0.57,0.3,0.28,0.2,L,4/10
4958,GUSTAV,"No, then there can be no cause for suspicion. And you",0.58,0.3,0.28,0.7,L,4/10
4959,GUSTAV,"wouldn't have had any reason to trouble yourself anyhow, for the",0.58,0.3,0.28,0.2,L,4/10
4960,GUSTAV,children of a widow who marries again often show a likeness to her,0.58,0.3,0.28,0.2,L,4/10
4961,GUSTAV,"dead husband. It is annoying, of course, and that's why they used",0.58,0.3,0.28,0.2,L,4/10
4962,GUSTAV,"to burn all widows in India, as you know.--But tell me: have you",0.58,0.4,0.28,0.2,L,4/10
4963,GUSTAV,ever felt jealous of him--of his memory? Would it not sicken you,0.58,0.6,0.28,0.2,L,4/10
4964,GUSTAV,"to meet him on a walk and hear him, with his eyes on your Tekla,",0.58,0.3,0.28,0.2,L,4/10
4965,GUSTAV,"use the word ""we"" instead of ""I""?--We!",0.58,0.75,0.28,0.2,L,4/10
4966,ADOLPH,I cannot deny that I have been pursued by that very,0.58,0.3,0.28,0.7,L,4/10
4967,ADOLPH,thought.,0.58,0.3,0.28,0.2,L,4/10
4968,GUSTAV,There now!--And you'll never get rid of it. There are,0.58,0.55,0.28,0.7,L,4/10
4969,GUSTAV,discords in this life which can never be reduced to harmony. For,0.58,0.3,0.28,0.2,L,4/10
4970,GUSTAV,this reason you had better put wax in your ears and go to work. If,0.58,0.3,0.28,0.2,L,4/10
4971,GUSTAV,"you work, and grow old, and pile masses of new impressions on the",0.58,0.3,0.28,0.2,L,4/10
4972,GUSTAV,"hatches, then the corpse will stay quiet in the hold.",0.58,0.3,0.28,0.2,L,4/10
4973,ADOLPH,"Pardon me for interrupting you, but--it is wonderful how",0.58,0.4,0.28,0.7,L,4/10
4974,ADOLPH,you resemble Tekla now and then while you are talking. You have a,0.58,0.3,0.28,0.2,L,4/10
4975,ADOLPH,"way of blinking one eye as if you were taking aim with a gun, and",0.58,0.3,0.28,0.2,L,4/10
4976,ADOLPH,your eyes have the same influence on me as hers have at times.,0.58,0.3,0.28,0.2,L,4/10
4977,GUSTAV,"No, really?",0.58,0.5,0.28,0.7,L,4/10
4978,ADOLPH,"And now you said that ""no, really"" in the same indifferent",0.58,0.3,0.28,0.7,L,4/10
4979,ADOLPH,"way that she does. She also has the habit of saying ""no, really""",0.58,0.3,0.28,0.2,L,4/10
4980,ADOLPH,quite often.,0.58,0.3,0.28,0.2,L,4/10
4981,GUSTAV,"Perhaps we are distantly related, seeing that all human",0.58,0.3,0.28,0.7,L,4/10
4982,GUSTAV,"beings are said to be of one family. At any rate, it will be",0.58,0.3,0.28,0.2,L,4/10
4983,GUSTAV,interesting to make your wife's acquaintance to see if what you,0.58,0.3,0.28,0.2,L,4/10
4984,GUSTAV,say is true.,0.58,0.3,0.28,0.2,L,4/10
4985,ADOLPH,"And do you know, she never takes an expression from me.",0.58,0.3,0.28,0.7,L,4/10
4986,ADOLPH,"She seems rather to avoid my vocabulary, and I have never caught",0.58,0.3,0.28,0.2,L,4/10
4987,ADOLPH,her using any of my gestures. And yet people as a rule develop,0.58,0.3,0.28,0.2,L,4/10
4988,ADOLPH,"what is called ""marital resemblance.""",0.58,0.3,0.28,0.2,L,4/10
4989,GUSTAV,And do you know why this has not happened in your case?--,0.58,0.6,0.28,0.7,L,4/10
4990,GUSTAV,That woman has never loved you.,0.58,0.3,0.28,0.2,L,4/10
4991,ADOLPH,What do you mean?,0.58,0.5,0.28,0.7,L,4/10
4992,GUSTAV,I hope you will excuse what I am saying--but woman's love,0.58,0.4,0.28,0.7,L,4/10
4993,GUSTAV,"consists in taking, in receiving, and one from whom she takes",0.58,0.3,0.28,0.2,L,4/10
4994,GUSTAV,nothing does not have her love. She has never loved you!,0.58,0.45,0.28,0.2,L,4/10
4995,ADOLPH,Don't you think her capable of loving more than once?,0.58,0.5,0.28,0.7,L,4/10
4996,GUSTAV,"No, for we cannot be deceived more than once. Then our",0.58,0.3,0.28,0.7,L,4/10
4997,GUSTAV,"eyes are opened once for all. You have never been deceived, and so",0.58,0.3,0.28,0.2,L,4/10
4998,GUSTAV,"you had better beware of those that have. They are dangerous, I",0.58,0.3,0.28,0.2,L,4/10
4999,GUSTAV,tell you.,0.58,0.3,0.28,0.2,L,4/10
5000,ADOLPH,"Your words pierce me like knife thrusts, and I fool as if",0.58,0.3,0.28,0.7,L,4/10
5001,ADOLPH,"something were being severed within me, but I cannot help it. And",0.58,0.3,0.27,0.2,L,4/10
5002,ADOLPH,"this cutting brings a certain relief, too. For it means the",0.58,0.3,0.27,0.2,L,4/10
5003,ADOLPH,pricking of ulcers that never seemed to ripen.--She has never,0.58,0.4,0.27,0.2,L,4/10
5004,ADOLPH,"loved me!--Why, then, did she ever take me?",0.58,0.75,0.27,0.2,L,4/10
5005,GUSTAV,"Tell me first how she came to take you, and whether it was",0.58,0.3,0.27,0.7,L,4/10
5006,GUSTAV,you who took her or she who took you?,0.58,0.5,0.27,0.2,L,4/10
5007,ADOLPH,Heaven only knows if I can tell at all!--How did it,0.58,0.55,0.27,0.7,L,4/10
5008,ADOLPH,"happen? Well, it didn't come about in one day.",0.58,0.5,0.27,0.2,L,4/10
5009,GUSTAV,Would you like to have me tell you how it did happen?,0.58,0.5,0.27,0.7,L,4/10
5010,ADOLPH,That's more than you can do.,0.58,0.3,0.27,0.7,L,4/10
5011,GUSTAV,"Oh, by using the information about yourself and your wife",0.58,0.3,0.27,0.7,L,4/10
5012,GUSTAV,"that you have given me, I think I can reconstruct the whole event.",0.58,0.3,0.27,0.2,L,4/10
5013,GUSTAV,"Listen now, and you'll hear. [In a dispassionate tone, almost",0.58,0.3,0.27,0.2,L,4/10
5014,GUSTAV,"humorously] The husband had gone abroad to study, and she was",0.58,0.3,0.27,0.2,L,4/10
5015,GUSTAV,alone. At first her freedom seemed rather pleasant. Then came a,0.58,0.3,0.27,0.2,L,4/10
5016,GUSTAV,"sense of vacancy, for I presume she was pretty empty when she had",0.58,0.3,0.27,0.2,L,4/10
5017,GUSTAV,"lived by herself for a fortnight. Then _he_ appeared, and by and by",0.58,0.3,0.27,0.2,L,4/10
5018,GUSTAV,the vacancy was filled up. By comparison the absent one seemed to,0.58,0.3,0.27,0.2,L,4/10
5019,GUSTAV,"fade out, and for the simple reason that he was at a distance--you",0.58,0.4,0.27,0.2,L,4/10
5020,GUSTAV,know the law about the square of the distance? But when they felt,0.58,0.5,0.27,0.2,L,4/10
5021,GUSTAV,"their passions stirring, then came fear--of themselves, of their",0.58,0.4,0.27,0.2,L,4/10
5022,GUSTAV,"consciences, of him. For protection they played brother and",0.58,0.3,0.27,0.2,L,4/10
5023,GUSTAV,"sister. And the more their feelings smacked of the flesh, the more",0.58,0.3,0.27,0.2,L,4/10
5024,GUSTAV,they tried to make their relationship appear spiritual.,0.58,0.3,0.27,0.2,L,4/10
5025,ADOLPH,Brother and sister? How could you know that?,0.58,0.7,0.27,0.7,L,4/10
5026,GUSTAV,I guessed it. Children are in the habit of playing papa,0.58,0.3,0.27,0.7,L,4/10
5027,GUSTAV,"and mamma, but when they grow up they play brother and sister--in",0.58,0.4,0.27,0.2,L,4/10
5028,GUSTAV,order to hide what should be hidden!--And then they took the vow,0.58,0.55,0.27,0.2,L,4/10
5029,GUSTAV,of chastity--and then they played hide-and-seek--until they got,0.58,0.5,0.27,0.2,L,4/10
5030,GUSTAV,in a dark corner where they were sure of not being seen by,0.58,0.3,0.27,0.2,L,4/10
5031,GUSTAV,anybody. [With mock severity] But they felt that there was _one_,0.58,0.3,0.27,0.2,L,4/10
5032,GUSTAV,whose eye reached them in the darkness--and they grew frightened--,0.58,0.5,0.27,0.2,L,4/10
5033,GUSTAV,and their fright raised the spectre of the absent one--his figure,0.58,0.4,0.27,0.2,L,4/10
5034,GUSTAV,began to assume immense proportions--it became metamorphosed:,0.58,0.4,0.27,0.2,L,4/10
5035,GUSTAV,turned into a nightmare that disturbed their amorous slumbers; a,0.58,0.3,0.27,0.2,L,4/10
5036,GUSTAV,creditor who knocked at all doors. Then they saw his black hand,0.58,0.3,0.27,0.2,L,4/10
5037,GUSTAV,between their own as these sneaked toward each other across the,0.58,0.3,0.27,0.2,L,4/10
5038,GUSTAV,table; and they heard his grating voice through that stillness of,0.58,0.3,0.27,0.2,L,4/10
5039,GUSTAV,the night that should have been broken only by the beating of,0.58,0.3,0.27,0.2,L,4/10
5040,GUSTAV,their own pulses. He did not prevent them from possessing each,0.58,0.3,0.27,0.2,L,4/10
5041,GUSTAV,other but he spoiled their happiness. And when they became aware,0.58,0.3,0.27,0.2,L,4/10
5042,GUSTAV,of his invisible interference with their happiness; when they took,0.58,0.3,0.27,0.2,L,4/10
5043,GUSTAV,"flight at last--a vain flight from the memories that pursued them,",0.58,0.4,0.27,0.2,L,4/10
5044,GUSTAV,"from the liability they had left behind, from the public opinion",0.59,0.3,0.27,0.2,L,4/10
5045,GUSTAV,they could not face--and when they found themselves without the,0.59,0.4,0.27,0.2,L,4/10
5046,GUSTAV,"strength needed to carry their own guilt, then they had to send",0.59,0.3,0.27,0.2,L,4/10
5047,GUSTAV,out into the fields for a scapegoat to be sacrificed. They were,0.59,0.3,0.27,0.2,L,4/10
5048,GUSTAV,"free-thinkers, but they did not have the courage to step forward",0.59,0.3,0.27,0.2,L,4/10
5049,GUSTAV,"and speak openly to him the words: ""We love each other!"" To sum it",0.59,0.45,0.27,0.2,L,4/10
5050,GUSTAV,"up, they were cowards, and so the tyrant had to be slaughtered. Is",0.59,0.3,0.27,0.2,L,4/10
5051,GUSTAV,that right?,0.59,0.5,0.27,0.2,L,4/10
5052,ADOLPH,"Yes, but you forget that she educated me, that she filled",0.59,0.3,0.27,0.7,L,4/10
5053,ADOLPH,my head with new thoughts--,0.59,0.4,0.27,0.2,L,4/10
5054,GUSTAV,I have not forgotten it. But tell me: why could she not,0.59,0.3,0.27,0.7,L,4/10
5055,GUSTAV,educate the other man also--into a free-thinker?,0.59,0.6,0.27,0.2,L,4/10
5056,ADOLPH,"Oh, he was an idiot!",0.59,0.45,0.27,0.7,L,4/10
5057,GUSTAV,"Oh, of course--he was an idiot! But that's rather an",0.59,0.55,0.27,0.7,L,4/10
5058,GUSTAV,"ambiguous term, and, as pictured in her novel, his idiocy seems",0.59,0.3,0.27,0.2,L,4/10
5059,GUSTAV,mainly to have consisted in failure to understand her. Pardon me a,0.59,0.3,0.27,0.2,L,4/10
5060,GUSTAV,question: but is your wife so very profound after all? I have,0.59,0.5,0.27,0.2,L,4/10
5061,GUSTAV,discovered nothing profound in her writings.,0.59,0.3,0.27,0.2,L,4/10
5062,ADOLPH,Neither have I.--But then I have also to confess a certain,0.59,0.4,0.27,0.7,L,4/10
5063,ADOLPH,difficulty in understanding her. It is as if the cogs of our brain,0.59,0.3,0.27,0.2,L,4/10
5064,ADOLPH,"wheels didn't fit into each other, and as if something went to",0.59,0.3,0.27,0.2,L,4/10
5065,ADOLPH,pieces in my head when I try to comprehend her.,0.59,0.3,0.27,0.2,L,4/10
5066,GUSTAV,"Maybe you are an idiot, too?",0.59,0.5,0.27,0.7,L,4/10
5067,ADOLPH,I don't _think_ so! And it seems to me all the time as if,0.59,0.45,0.27,0.7,L,4/10
5068,ADOLPH,"she were in the wrong--Would you care to read this letter, for",0.59,0.4,0.27,0.2,L,4/10
5069,ADOLPH,"instance, which I got today?",0.59,0.5,0.27,0.2,L,4/10
5070,GUSTAV,[Glancing through the letter] Hm! The handwriting seems,0.59,0.45,0.26,0.7,L,4/10
5071,GUSTAV,strangely familiar.,0.59,0.3,0.26,0.2,L,4/10
5072,ADOLPH,"Rather masculine, don't you think?",0.59,0.5,0.26,0.7,L,4/10
5073,GUSTAV,"Well, I know at least _one_ man who writes that kind of",0.59,0.3,0.26,0.7,L,4/10
5074,GUSTAV,"hand--She addresses you as ""brother."" Are you still playing",0.59,0.4,0.26,0.2,L,4/10
5075,GUSTAV,comedy to each other? And do you never permit yourselves any,0.59,0.5,0.26,0.2,L,4/10
5076,GUSTAV,greater familiarity in speaking to each other?,0.59,0.5,0.26,0.2,L,4/10
5077,ADOLPH,"No, it seems to me that all mutual respect is lost in that",0.59,0.3,0.26,0.7,L,4/10
5078,ADOLPH,way.,0.59,0.3,0.26,0.2,L,4/10
5079,GUSTAV,And is it to make you respect her that she calls herself,0.59,0.3,0.26,0.7,L,4/10
5080,GUSTAV,your sister?,0.59,0.5,0.26,0.2,L,4/10
5081,ADOLPH,I want to respect her more than myself. I want her to be,0.59,0.3,0.26,0.7,L,4/10
5082,ADOLPH,the better part of my own self.,0.59,0.3,0.26,0.2,L,4/10
5083,GUSTAV,Why don't you be that better part yourself? Would it be,0.59,0.5,0.26,0.7,L,4/10
5084,GUSTAV,less convenient than to permit somebody else to fill the part? Do,0.59,0.5,0.26,0.2,L,4/10
5085,GUSTAV,you want to place yourself beneath your wife?,0.59,0.5,0.26,0.2,L,4/10
5086,ADOLPH,"Yes, I do. I take a pleasure in never quite reaching up to",0.59,0.3,0.26,0.7,L,4/10
5087,ADOLPH,"her. I have taught her to swim, for example, and now I enjoy",0.59,0.3,0.26,0.2,L,4/10
5088,ADOLPH,hearing her boast that she surpasses me both in skill and daring.,0.69,0.3,0.26,0.2,P,3/10
5089,ADOLPH,"To begin with, I merely pretended to be awkward and timid in order",0.59,0.3,0.26,0.2,L,4/10
5090,ADOLPH,to raise her courage. And so it ended with my actually being her,0.59,0.3,0.26,0.2,L,4/10
5091,ADOLPH,"inferior, more of a coward than she. It almost seemed to me as if",0.59,0.3,0.26,0.2,L,4/10
5092,ADOLPH,she had actually taken my courage away from me.,0.59,0.3,0.26,0.2,L,4/10
5093,GUSTAV,Have you taught her anything else?,0.59,0.5,0.26,0.7,L,4/10
5094,ADOLPH,Yes--but it must stay between us--I have taught her how to,0.59,0.5,0.26,0.7,L,4/10
5095,ADOLPH,"spell, which she didn't know before. But now, listen: when she",0.59,0.3,0.26,0.2,L,4/10
5096,ADOLPH,"took charge of our domestic correspondence, I grew out of the",0.59,0.3,0.26,0.2,L,4/10
5097,ADOLPH,"habit of writing. And think of it: as the years passed on, lack of",0.59,0.3,0.26,0.2,L,4/10
5098,ADOLPH,practice made me forget a little here and there of my grammar. But,0.69,0.3,0.26,0.2,P,3/10
5099,ADOLPH,do you think she recalls that I was the one who taught her at the,0.59,0.3,0.26,0.2,L,4/10
5100,ADOLPH,"start? No--and so I am ""the idiot,"" of course.",0.59,0.6,0.26,0.2,L,4/10
5101,GUSTAV,So you _are_ an idiot already?,0.59,0.5,0.26,0.7,L,4/10
5102,ADOLPH,"Oh, it's just a joke, of course!",0.59,0.45,0.26,0.7,L,4/10
5103,GUSTAV,"Of course! But this is clear cannibalism, I think. Do you",0.59,0.45,0.26,0.7,L,4/10
5104,GUSTAV,know what's behind that sort of practice? The savages eat their,0.59,0.5,0.26,0.2,L,4/10
5105,GUSTAV,enemies in order to acquire their useful qualities. And this woman,0.59,0.3,0.26,0.2,L,4/10
5106,GUSTAV,"has been eating your soul, your courage, your knowledge--",0.59,0.4,0.26,0.2,L,4/10
5107,ADOLPH,And my faith! It was I who urged her to write her first,0.59,0.45,0.26,0.7,L,4/10
5108,ADOLPH,book--,0.59,0.4,0.26,0.2,L,4/10
5109,GUSTAV,[Making a face] Oh-h-h!,0.59,0.45,0.26,0.7,L,4/10
5110,ADOLPH,"It was I who praised her, even when I found her stuff",0.59,0.3,0.26,0.7,L,4/10
5111,ADOLPH,rather poor. It was I who brought her into literary circles where,0.59,0.3,0.26,0.2,L,4/10
5112,ADOLPH,she could gather honey from our most ornamental literary flowers.,0.59,0.3,0.26,0.2,L,4/10
5113,ADOLPH,It was I who used my personal influence to keep the critics from,0.59,0.3,0.26,0.2,L,4/10
5114,ADOLPH,her throat. It was I who blew her faith in herself into flame;,0.59,0.3,0.26,0.2,L,4/10
5115,ADOLPH,"blew on it until I lost my own breath. I gave, gave, gave--until I",0.59,0.4,0.26,0.2,L,4/10
5116,ADOLPH,had nothing left for myself. Do you know--I'll tell you everything,0.59,0.4,0.26,0.2,L,4/10
5117,ADOLPH,now--do you know I really believe--and the human soul is so,0.59,0.5,0.26,0.2,L,4/10
5118,ADOLPH,peculiarly constituted--I believe that when my artistic successes,0.59,0.4,0.26,0.2,L,4/10
5119,ADOLPH,seemed about to put her in the shadow--as well as her reputation--,0.59,0.5,0.26,0.2,L,4/10
5120,ADOLPH,"then I tried to put courage into her by belittling myself, and by",0.59,0.3,0.26,0.2,L,4/10
5121,ADOLPH,making my own art seem inferior to hers. I talked so long about,0.59,0.3,0.26,0.2,L,4/10
5122,ADOLPH,the insignificant part played by painting on the whole--talked so,0.59,0.4,0.26,0.2,L,4/10
5123,ADOLPH,"long about it, and invented so many reasons to prove what I said,",0.59,0.3,0.26,0.2,L,4/10
5124,ADOLPH,that one fine day I found myself convinced of its futility. So all,0.59,0.3,0.26,0.2,L,4/10
5125,ADOLPH,you had to do was to breathe on a house of cards.,0.59,0.3,0.26,0.2,L,4/10
5126,GUSTAV,Pardon me for recalling what you said at the beginning of,0.59,0.3,0.26,0.7,L,4/10
5127,GUSTAV,our talk--that she had never taken anything from you.,0.59,0.4,0.26,0.2,L,4/10
5128,ADOLPH,She doesn't nowadays. Because there is nothing more to,0.59,0.3,0.26,0.7,L,4/10
5129,ADOLPH,take.,0.59,0.3,0.26,0.2,L,4/10
5130,GUSTAV,"The snake being full, it vomits now.",0.6,0.3,0.26,0.7,L,4/10
5131,ADOLPH,Perhaps she has been taking a good deal more from me than,0.6,0.3,0.26,0.7,L,4/10
5132,ADOLPH,I have been aware of?,0.6,0.5,0.26,0.2,L,4/10
5133,GUSTAV,You can be sure of that. She took when you were not,0.6,0.3,0.26,0.7,L,4/10
5134,GUSTAV,"looking, and that is called theft.",0.6,0.3,0.26,0.2,L,4/10
5135,ADOLPH,Perhaps she never did educate me?,0.6,0.5,0.26,0.7,L,4/10
5136,GUSTAV,But you her? In all likelihood! But it was her trick to,0.6,0.65,0.26,0.7,L,4/10
5137,GUSTAV,make it appear the other way to you. May I ask how she set about,0.6,0.3,0.26,0.2,L,4/10
5138,GUSTAV,educating you?,0.6,0.5,0.26,0.2,L,4/10
5139,ADOLPH,"Oh, first of all--hm!",0.6,0.55,0.25,0.7,L,4/10
5140,GUSTAV,Well?,0.6,0.5,0.25,0.7,L,4/10
5141,ADOLPH,"Well, I--",0.6,0.4,0.25,0.7,L,4/10
5142,GUSTAV,"No, we were speaking of her.",0.6,0.3,0.25,0.7,L,4/10
5143,ADOLPH,"Really, I cannot tell now.",0.6,0.3,0.25,0.7,L,4/10
5144,GUSTAV,Do you see!,0.6,0.45,0.25,0.7,L,4/10
5145,ADOLPH,"However--she devoured my faith also, and so I sank further",0.6,0.4,0.25,0.7,L,4/10
5146,ADOLPH,"and further down, until you came along and gave me a new faith.",0.6,0.3,0.25,0.2,L,4/10
5147,GUSTAV,[Smiling] In sculpture?,0.6,0.5,0.25,0.7,L,4/10
5148,ADOLPH,[Doubtfully] Yes.,0.6,0.3,0.25,0.7,L,4/10
5149,GUSTAV,"And have you really faith in it? In this abstract,",0.6,0.5,0.25,0.7,L,4/10
5150,GUSTAV,antiquated art that dates back to the childhood of civilisation?,0.6,0.5,0.25,0.2,L,4/10
5151,GUSTAV,Do you believe that you can obtain your effect by pure form--by,0.6,0.4,0.25,0.2,L,4/10
5152,GUSTAV,the three dimensions--tell me? That you can reach the practical,0.6,0.6,0.25,0.2,L,4/10
5153,GUSTAV,"mind of our own day, and convey an illusion to it, without the use",0.6,0.3,0.25,0.2,L,4/10
5154,GUSTAV,"of colour--without colour, mind you--do you really believe that?",0.6,0.7,0.25,0.2,L,4/10
5155,ADOLPH,[Crushed] No!,0.6,0.45,0.25,0.7,L,4/10
5156,GUSTAV,"Well, I don't either.",0.6,0.3,0.25,0.7,L,4/10
5157,ADOLPH,"Why, then, did you say you did?",0.6,0.5,0.25,0.7,L,4/10
5158,GUSTAV,Because I pitied you.,0.6,0.3,0.25,0.7,L,4/10
5159,ADOLPH,"Yes, I am to be pitied! For now I am bankrupt! Finished!--",0.6,0.85,0.25,0.7,L,4/10
5160,ADOLPH,And worst of all: not even she is left to me!,0.6,0.45,0.25,0.2,L,4/10
5161,GUSTAV,"Well, what could you do with her?",0.6,0.5,0.25,0.7,L,4/10
5162,ADOLPH,"Oh, she would be to me what God was before I became an",0.6,0.3,0.25,0.7,L,4/10
5163,ADOLPH,atheist: an object that might help me to exercise my sense of,0.6,0.3,0.25,0.2,L,4/10
5164,ADOLPH,veneration.,0.6,0.3,0.25,0.2,L,4/10
5165,GUSTAV,Bury your sense of veneration and let something else grow,0.6,0.3,0.25,0.7,L,4/10
5166,GUSTAV,"on top of it. A little wholesome scorn, for instance.",0.6,0.3,0.25,0.2,L,4/10
5167,ADOLPH,I cannot live without having something to respect--,0.6,0.4,0.25,0.7,L,4/10
5168,GUSTAV,Slave!,0.6,0.45,0.25,0.7,L,4/10
5169,ADOLPH,--without a woman to respect and worship!,0.6,0.55,0.25,0.7,L,4/10
5170,GUSTAV,"Oh, HELL! Then you had better take back your God--if you",0.6,0.55,0.25,0.7,L,4/10
5171,GUSTAV,"needs must have something to kow-tow to! You're a fine atheist,",0.6,0.45,0.25,0.2,L,4/10
5172,GUSTAV,with all that superstition about woman still in you! You're a fine,0.6,0.45,0.25,0.2,L,4/10
5173,GUSTAV,"free-thinker, who dare not think freely about the dear ladies! Do",0.6,0.45,0.25,0.2,P,3/10
5174,GUSTAV,"you know what that incomprehensible, sphinx-like, profound",0.6,0.3,0.25,0.2,P,3/10
5175,GUSTAV,something in your wife really is? It is sheer stupidity!--Look,0.6,0.75,0.25,0.2,P,3/10
5176,GUSTAV,"here: she cannot even distinguish between th and t. And that, you",0.6,0.3,0.25,0.2,P,3/10
5177,GUSTAV,"know, means there is something wrong with the mechanism. When you",0.6,0.3,0.25,0.2,P,3/10
5178,GUSTAV,"look at the case, it looks like a chronometer, but the works",0.6,0.3,0.25,0.2,P,3/10
5179,GUSTAV,inside are those of an ordinary cheap watch.--Nothing but the,0.6,0.4,0.25,0.2,P,3/10
5180,GUSTAV,"skirts-that's all! Put trousers on her, give her a pair of",0.6,0.45,0.25,0.2,P,3/10
5181,GUSTAV,"moustaches of soot under her nose, then take a good, sober look at",0.6,0.3,0.25,0.2,P,3/10
5182,GUSTAV,"her, and listen to her in the same manner: you'll find the",0.6,0.3,0.25,0.2,P,3/10
5183,GUSTAV,"instrument has another sound to it. A phonograph, and nothing",0.6,0.3,0.25,0.2,P,3/10
5184,GUSTAV,"else--giving yon back your own words, or those of other people--",0.6,0.5,0.25,0.2,P,3/10
5185,GUSTAV,and always in diluted form. Have you ever looked at a naked woman--,0.6,0.4,0.25,0.2,P,3/10
5186,GUSTAV,"oh yes, yes, of course! A youth with over-developed breasts; an",0.6,0.45,0.25,0.2,P,3/10
5187,GUSTAV,under-developed man; a child that has shot up to full height and,0.6,0.3,0.25,0.2,P,3/10
5188,GUSTAV,then stopped growing in other respects; one who is chronically,0.6,0.3,0.25,0.2,P,3/10
5189,GUSTAV,anaemic: what can you expect of such a creature?,0.6,0.5,0.25,0.2,P,3/10
5190,ADOLPH,Supposing all that to be true--how can it be possible that,0.6,0.4,0.25,0.7,P,3/10
5191,ADOLPH,I still think her my equal?,0.6,0.5,0.25,0.2,P,3/10
5192,GUSTAV,Hallucination--the hypnotising power of skirts! Or--the,0.6,0.65,0.25,0.7,P,3/10
